ano,area,tipoviolencia,sexo,nocasos,poblacion,tasa
2014,La Candelaria,Fisica,Mujer,25,11356,2201
2014,Rafael Uribe Uribe,Fisica,Mujer,561,191162,2935
2014,Ciudad Bol?var,Fisica,Mujer,682,344806,1978
2014,Sumapaz,Fisica,Mujer,28,3078,9097
2014,Distrito,Fisica,Mujer,6623,4018621,1648
2014,Usaqu?n,Sexual,Mujer,161,262455,613
2014,Chapinero,Sexual,Mujer,35,73117,479
2014,Santa Fe,Sexual,Mujer,59,54687,1079
2014,San Crist?bal,Sexual,Mujer,315,208492,1511
2014,Usme,Sexual,Mujer,309,215866,1431
2014,Tunjuelito,Sexual,Mujer,50,101314,494
2014,Bosa,Sexual,Mujer,878,321466,2731
2014,Kennedy,Sexual,Mujer,487,540134,902
2014,Fontib?n,Sexual,Mujer,137,195308,701
2014,Engativ?,Sexual,Mujer,307,452053,679
2014,Suba,Sexual,Mujer,367,602531,609
2014,Barrios Unidos,Sexual,Mujer,36,123939,29
2014,Teusaquillo,Sexual,Mujer,22,80340,274
2014,Los M?rtires,Sexual,Mujer,66,48925,1349
2014,Antonio Nari?o,Sexual,Mujer,45,55855,806
2014,Puente Aranda,Sexual,Mujer,110,131737,835
2014,La Candelaria,Sexual,Mujer,12,11356,1057
2014,Rafael Uribe Uribe,Sexual,Mujer,261,191162,1365
2014,Ciudad Bol?var,Sexual,Mujer,483,344806,1401
2014,Sumapaz,Sexual,Mujer,4,3078,130
2014,Distrito,Sexual,Mujer,4144,4018621,1031
2014,Usaqu?n,Economica,Mujer,348,262455,1326
2014,Chapinero,Economica,Mujer,40,73117,547
2014,Santa Fe,Economica,Mujer,10,54687,183
2014,San Crist?bal,Economica,Mujer,103,208492,494
2014,Usme,Economica,Mujer,22,215866,102
2014,Tunjuelito,Economica,Mujer,5,101314,49
2014,Bosa,Economica,Mujer,104,321466,324
2014,Kennedy,Economica,Mujer,69,540134,128
2014,Fontib?n,Economica,Mujer,56,195308,287
2014,Engativ?,Economica,Mujer,93,452053,206
2014,Suba,Economica,Mujer,61,602531,101
2014,Barrios Unidos,Economica,Mujer,91,123939,734
2014,Teusaquillo,Economica,Mujer,12,80340,149
2014,Los M?rtires,Economica,Mujer,6,48925,123
2014,Antonio Nari?o,Economica,Mujer,24,55855,43
2014,Puente Aranda,Economica,Mujer,9,131737,68
2014,La Candelaria,Economica,Mujer,2,11356,176
2014,Rafael Uribe Uribe,Economica,Mujer,107,191162,56
2014,Ciudad Bol?var,Economica,Mujer,127,344806,368
2014,Sumapaz,Economica,Mujer,6,3078,1949
2014,Distrito,Economica,Mujer,1295,4018621,322
2014,Usaqu?n,Negligencia ,Mujer,413,262455,1574
2014,Chapinero,Negligencia ,Mujer,99,73117,1354
2014,Santa Fe,Negligencia ,Mujer,156,54687,2853
2014,San Crist?bal,Negligencia ,Mujer,1081,208492,5185
2014,Usme,Negligencia ,Mujer,1385,215866,6416
2014,Tunjuelito,Negligencia ,Mujer,231,101314,228
2014,Bosa,Negligencia ,Mujer,885,321466,2753
2014,Kennedy,Negligencia ,Mujer,1257,540134,2327
2014,Fontib?n,Negligencia ,Mujer,255,195308,1306
2014,Engativ?,Negligencia ,Mujer,803,452053,1776
2014,Suba,Negligencia ,Mujer,1044,602531,1733
2014,Barrios Unidos,Negligencia ,Mujer,203,123939,1638
2014,Teusaquillo,Negligencia ,Mujer,40,80340,498
2014,Los M?rtires,Negligencia ,Mujer,93,48925,1901
2014,Antonio Nari?o,Negligencia ,Mujer,103,55855,1844
2014,Puente Aranda,Negligencia ,Mujer,154,131737,1169
2014,La Candelaria,Negligencia ,Mujer,16,11356,1409
2014,Rafael Uribe Uribe,Negligencia ,Mujer,476,191162,249
2014,Ciudad Bol?var,Negligencia ,Mujer,965,344806,2799
2014,Sumapaz,Negligencia ,Mujer,33,3078,10721
2014,Distrito,Negligencia ,Mujer,9692,4018621,2412
2014,Usaqu?n,Abandono,Mujer,60,262455,229
2014,Chapinero,Abandono,Mujer,23,73117,315
2014,Santa Fe,Abandono,Mujer,20,54687,366
2014,San Crist?bal,Abandono,Mujer,194,208492,93
2014,Usme,Abandono,Mujer,48,215866,222
2014,Tunjuelito,Abandono,Mujer,12,101314,118
2014,Bosa,Abandono,Mujer,129,321466,401
2014,Kennedy,Abandono,Mujer,102,540134,189
2014,Fontib?n,Abandono,Mujer,36,195308,184
2014,Engativ?,Abandono,Mujer,86,452053,19
2014,Suba,Abandono,Mujer,100,602531,166
2014,Barrios Unidos,Abandono,Mujer,37,123939,299
2014,Teusaquillo,Abandono,Mujer,6,80340,75
2014,Los M?rtires,Abandono,Mujer,9,48925,184
2014,Antonio Nari?o,Abandono,Mujer,20,55855,358
2014,Puente Aranda,Abandono,Mujer,18,131737,137
2014,La Candelaria,Abandono,Mujer,1,11356,88
2014,Rafael Uribe Uribe,Abandono,Mujer,77,191162,403
2014,Ciudad Bol?var,Abandono,Mujer,162,344806,47
2014,Sumapaz,Abandono,Mujer,10,3078,3249
2014,Distrito,Abandono,Mujer,1150,4018621,286
2015,Usaqu?n,Emocional,Mujer,1906,264972,7193
2015,Chapinero,Emocional,Mujer,263,73185,3594
2015,Santa Fe,Emocional,Mujer,460,54564,843
2015,San Crist?bal,Emocional,Mujer,2028,207629,9767
2015,Usme,Emocional,Mujer,2149,218685,9827
2015,Tunjuelito,Emocional,Mujer,453,100779,4495
2015,Bosa,Emocional,Mujer,3681,330490,11138
2015,Kennedy,Emocional,Mujer,2756,547703,5032
2015,Fontib?n,Emocional,Mujer,910,200279,4544
2015,Engativ?,Emocional,Mujer,1634,455865,3584
2015,Suba,Emocional,Mujer,2350,617148,3808
2015,Barrios Unidos,Emocional,Mujer,400,125105,3197
2015,Teusaquillo,Emocional,Mujer,192,80595,2382
2015,Los M?rtires,Emocional,Mujer,385,48918,787
2015,Antonio Nari?o,Emocional,Mujer,248,55838,4441
2015,Puente Aranda,Emocional,Mujer,538,131210,410
2015,La Candelaria,Emocional,Mujer,96,11297,8498
2015,Rafael Uribe Uribe,Emocional,Mujer,1513,190270,7952
2015,Ciudad Bol?var,Emocional,Mujer,2961,351127,8433
2015,Sumapaz,Emocional,Mujer,119,3111,38251
2015,Distrito,Emocional,Mujer,25042,4068770,6155
2015,Usaqu?n,Fisica,Mujer,506,264972,191
2015,Chapinero,Fisica,Mujer,92,73185,1257
2015,Santa Fe,Fisica,Mujer,138,54564,2529
2015,San Crist?bal,Fisica,Mujer,681,207629,328
2015,Usme,Fisica,Mujer,429,218685,1962
2015,Tunjuelito,Fisica,Mujer,132,100779,131
2015,Bosa,Fisica,Mujer,865,330490,2617
2015,Kennedy,Fisica,Mujer,798,547703,1457
2015,Fontib?n,Fisica,Mujer,272,200279,1358
2015,Engativ?,Fisica,Mujer,615,455865,1349
2015,Suba,Fisica,Mujer,702,617148,1137
2015,Barrios Unidos,Fisica,Mujer,144,125105,1151
2015,Teusaquillo,Fisica,Mujer,80,80595,993
2015,Los M?rtires,Fisica,Mujer,89,48918,1819
2015,Antonio Nari?o,Fisica,Mujer,82,55838,1469
2015,Puente Aranda,Fisica,Mujer,162,131210,1235
2015,La Candelaria,Fisica,Mujer,27,11297,239
2015,Rafael Uribe Uribe,Fisica,Mujer,497,190270,2612
2015,Ciudad Bol?var,Fisica,Mujer,1009,351127,2874
2015,Sumapaz,Fisica,Mujer,22,3111,7072
2015,Distrito,Fisica,Mujer,7342,4068770,1804
2015,Usaqu?n,Sexual,Mujer,187,264972,706
2015,Chapinero,Sexual,Mujer,34,73185,465
2015,Santa Fe,Sexual,Mujer,74,54564,1356
2015,San Crist?bal,Sexual,Mujer,317,207629,1527
2015,Usme,Sexual,Mujer,282,218685,129
2015,Tunjuelito,Sexual,Mujer,60,100779,595
2015,Bosa,Sexual,Mujer,883,330490,2672
2015,Kennedy,Sexual,Mujer,494,547703,902
2015,Fontib?n,Sexual,Mujer,139,200279,694
2015,Engativ?,Sexual,Mujer,349,455865,766
2015,Suba,Sexual,Mujer,483,617148,783
2015,Barrios Unidos,Sexual,Mujer,61,125105,488
2015,Teusaquillo,Sexual,Mujer,33,80595,409
2015,Los M?rtires,Sexual,Mujer,85,48918,1738
2015,Antonio Nari?o,Sexual,Mujer,37,55838,663
2015,Puente Aranda,Sexual,Mujer,107,131210,815
2015,La Candelaria,Sexual,Mujer,17,11297,1505
2015,Rafael Uribe Uribe,Sexual,Mujer,286,190270,1503
2015,Ciudad Bol?var,Sexual,Mujer,598,351127,1703
2015,Sumapaz,Sexual,Mujer,3,3111,964
2015,Distrito,Sexual,Mujer,4529,4068770,1113
2015,Usaqu?n,Economica,Mujer,438,264972,1653
2015,Chapinero,Economica,Mujer,18,73185,246
2015,Santa Fe,Economica,Mujer,19,54564,348
2015,San Crist?bal,Economica,Mujer,124,207629,597
2015,Usme,Economica,Mujer,37,218685,169
2015,Tunjuelito,Economica,Mujer,7,100779,69
2015,Bosa,Economica,Mujer,172,330490,52
2015,Kennedy,Economica,Mujer,78,547703,142
2015,Fontib?n,Economica,Mujer,69,200279,345
2015,Engativ?,Economica,Mujer,85,455865,186
2015,Suba,Economica,Mujer,96,617148,156
2015,Barrios Unidos,Economica,Mujer,47,125105,376
2015,Teusaquillo,Economica,Mujer,21,80595,261
2015,Los M?rtires,Economica,Mujer,13,48918,266
2015,Antonio Nari?o,Economica,Mujer,15,55838,269
2015,Puente Aranda,Economica,Mujer,21,131210,16
2015,La Candelaria,Economica,Mujer,4,11297,354
2015,Rafael Uribe Uribe,Economica,Mujer,134,190270,704
2015,Ciudad Bol?var,Economica,Mujer,123,351127,35
2015,Sumapaz,Economica,Mujer,1,3111,321
2015,Distrito,Economica,Mujer,1522,4068770,374
2015,Usaqu?n,Negligencia ,Mujer,521,264972,1966
2015,Chapinero,Negligencia ,Mujer,86,73185,1175
2015,Santa Fe,Negligencia ,Mujer,182,54564,3336
2015,San Crist?bal,Negligencia ,Mujer,1079,207629,5197
2015,Usme,Negligencia ,Mujer,1257,218685,5748
2015,Tunjuelito,Negligencia ,Mujer,169,100779,1677
2015,Bosa,Negligencia ,Mujer,1044,330490,3159
2015,Kennedy,Negligencia ,Mujer,1356,547703,2476
2015,Fontib?n,Negligencia ,Mujer,208,200279,1039
2015,Engativ?,Negligencia ,Mujer,653,455865,1432
2015,Suba,Negligencia ,Mujer,1041,617148,1687
2015,Barrios Unidos,Negligencia ,Mujer,136,125105,1087
2015,Teusaquillo,Negligencia ,Mujer,69,80595,856
2015,Los M?rtires,Negligencia ,Mujer,177,48918,3618
2015,Antonio Nari?o,Negligencia ,Mujer,96,55838,1719
2015,Puente Aranda,Negligencia ,Mujer,212,131210,1616
2015,La Candelaria,Negligencia ,Mujer,38,11297,3364
2015,Rafael Uribe Uribe,Negligencia ,Mujer,643,190270,3379
2015,Ciudad Bol?var,Negligencia ,Mujer,1247,351127,3551
2015,Sumapaz,Negligencia ,Mujer,47,3111,15108
2015,Distrito,Negligencia ,Mujer,10261,4068770,2522
2015,Usaqu?n,Abandono,Mujer,84,264972,317
2015,Chapinero,Abandono,Mujer,17,73185,232
2015,Santa Fe,Abandono,Mujer,23,54564,422
2015,San Crist?bal,Abandono,Mujer,261,207629,1257
2015,Usme,Abandono,Mujer,79,218685,361
2015,Tunjuelito,Abandono,Mujer,10,100779,99
2015,Bosa,Abandono,Mujer,258,330490,781
2015,Kennedy,Abandono,Mujer,107,547703,195
2015,Fontib?n,Abandono,Mujer,40,200279,20
2015,Engativ?,Abandono,Mujer,79,455865,173
2015,Suba,Abandono,Mujer,50,617148,81
2015,Barrios Unidos,Abandono,Mujer,32,125105,256
2015,Teusaquillo,Abandono,Mujer,18,80595,223
2015,Los M?rtires,Abandono,Mujer,22,48918,45
2015,Antonio Nari?o,Abandono,Mujer,14,55838,251
2015,Puente Aranda,Abandono,Mujer,37,131210,282
2015,La Candelaria,Abandono,Mujer,4,11297,354
2015,Rafael Uribe Uribe,Abandono,Mujer,133,190270,699
2015,Ciudad Bol?var,Abandono,Mujer,191,351127,544
2015,Sumapaz,Abandono,Mujer,13,3111,4179
2015,Distrito,Abandono,Mujer,1472,4068770,362
2016,Usaqu?n,Emocional,Mujer,1632,253449,6439
2016,Chapinero,Emocional,Mujer,185,66449,2784
2016,Santa Fe,Emocional,Mujer,381,47832,7965
2016,San Crist?bal,Emocional,Mujer,1427,203869,700
2016,Usme,Emocional,Mujer,1763,172215,10237
2016,Tunjuelito,Emocional,Mujer,396,95683,4139
2016,Bosa,Emocional,Mujer,3187,363363,8771
2016,Kennedy,Emocional,Mujer,2524,608338,4149
2016,Fontib?n,Emocional,Mujer,889,213035,4173
2016,Engativ?,Emocional,Mujer,1401,453981,3086
2016,Suba,Emocional,Mujer,2045,655577,3119
2016,Barrios Unidos,Emocional,Mujer,317,131616,2409
2016,Teusaquillo,Emocional,Mujer,180,74145,2428
2016,Los M?rtires,Emocional,Mujer,292,46543,6274
2016,Antonio Nari?o,Emocional,Mujer,195,55664,3503
2016,Puente Aranda,Emocional,Mujer,496,113322,4377
2016,La Candelaria,Emocional,Mujer,78,10516,7417
2016,Rafael Uribe Uribe,Emocional,Mujer,1340,180846,741
2016,Ciudad Bol?var,Emocional,Mujer,3269,368367,8874
2016,Sumapaz,Emocional,Mujer,69,3565,19355
2016,Distrito,Emocional,Mujer,22078,4118375,5361
2016,Usaqu?n,Fisica,Mujer,443,253449,1748
2016,Chapinero,Fisica,Mujer,65,66449,978
2016,Santa Fe,Fisica,Mujer,117,47832,2446
2016,San Crist?bal,Fisica,Mujer,443,203869,2173
2016,Usme,Fisica,Mujer,358,172215,2079
2016,Tunjuelito,Fisica,Mujer,91,95683,951
2016,Bosa,Fisica,Mujer,775,363363,2133
2016,Kennedy,Fisica,Mujer,774,608338,1272
2016,Fontib?n,Fisica,Mujer,260,213035,122
2016,Engativ?,Fisica,Mujer,493,453981,1086
2016,Suba,Fisica,Mujer,523,655577,798
2016,Barrios Unidos,Fisica,Mujer,88,131616,669
2016,Teusaquillo,Fisica,Mujer,64,74145,863
2016,Los M?rtires,Fisica,Mujer,103,46543,2213
2016,Antonio Nari?o,Fisica,Mujer,68,55664,1222
2016,Puente Aranda,Fisica,Mujer,159,113322,1403
2016,La Candelaria,Fisica,Mujer,20,10516,1902
2016,Rafael Uribe Uribe,Fisica,Mujer,445,180846,2461
2016,Ciudad Bol?var,Fisica,Mujer,952,368367,2584
2016,Sumapaz,Fisica,Mujer,12,3565,3366
2016,Distrito,Fisica,Mujer,6257,4118375,1519
2016,Usaqu?n,Sexual,Mujer,160,253449,631
2016,Chapinero,Sexual,Mujer,27,66449,406
2016,Santa Fe,Sexual,Mujer,70,47832,1463
2016,San Crist?bal,Sexual,Mujer,243,203869,1192
2016,Usme,Sexual,Mujer,266,172215,1545
2016,Tunjuelito,Sexual,Mujer,79,95683,826
2016,Bosa,Sexual,Mujer,728,363363,2004
2016,Kennedy,Sexual,Mujer,524,608338,861
2016,Fontib?n,Sexual,Mujer,178,213035,836
2016,Engativ?,Sexual,Mujer,329,453981,725
2016,Suba,Sexual,Mujer,350,655577,534
2016,Barrios Unidos,Sexual,Mujer,66,131616,501
2016,Teusaquillo,Sexual,Mujer,29,74145,391
2016,Los M?rtires,Sexual,Mujer,57,46543,1225
2016,Antonio Nari?o,Sexual,Mujer,48,55664,862
2016,Puente Aranda,Sexual,Mujer,115,113322,1015
2016,La Candelaria,Sexual,Mujer,14,10516,1331
2016,Rafael Uribe Uribe,Sexual,Mujer,268,180846,1482
2016,Ciudad Bol?var,Sexual,Mujer,691,368367,1876
2016,Sumapaz,Sexual,Mujer,5,3565,1403
2016,Distrito,Sexual,Mujer,4248,4118375,1031
2016,Usaqu?n,Economica,Mujer,372,253449,1468
2016,Chapinero,Economica,Mujer,29,66449,436
2016,Santa Fe,Economica,Mujer,12,47832,251
2016,San Crist?bal,Economica,Mujer,67,203869,329
2016,Usme,Economica,Mujer,67,172215,389
2016,Tunjuelito,Economica,Mujer,2,95683,21
2016,Bosa,Economica,Mujer,130,363363,358
2016,Kennedy,Economica,Mujer,53,608338,87
2016,Fontib?n,Economica,Mujer,36,213035,169
2016,Engativ?,Economica,Mujer,85,453981,187
2016,Suba,Economica,Mujer,110,655577,168
2016,Barrios Unidos,Economica,Mujer,41,131616,312
2016,Teusaquillo,Economica,Mujer,26,74145,351
2016,Los M?rtires,Economica,Mujer,16,46543,344
2016,Antonio Nari?o,Economica,Mujer,13,55664,234
2016,Puente Aranda,Economica,Mujer,14,113322,124
2016,La Candelaria,Economica,Mujer,3,10516,285
2016,Rafael Uribe Uribe,Economica,Mujer,78,180846,431
2016,Ciudad Bol?var,Economica,Mujer,126,368367,342
2016,Sumapaz,Economica,Mujer,4,3565,1122
2016,Distrito,Economica,Mujer,1286,4118375,312
2016,Usaqu?n,Negligencia ,Mujer,494,253449,1949
2016,Chapinero,Negligencia ,Mujer,58,66449,873
2016,Santa Fe,Negligencia ,Mujer,178,47832,3721
2016,San Crist?bal,Negligencia ,Mujer,679,203869,3331
2016,Usme,Negligencia ,Mujer,1048,172215,6085
2016,Tunjuelito,Negligencia ,Mujer,150,95683,1568
2016,Bosa,Negligencia ,Mujer,1094,363363,3011
2016,Kennedy,Negligencia ,Mujer,1102,608338,1811
2016,Fontib?n,Negligencia ,Mujer,235,213035,1103
2016,Engativ?,Negligencia ,Mujer,557,453981,1227
2016,Suba,Negligencia ,Mujer,838,655577,1278
2016,Barrios Unidos,Negligencia ,Mujer,108,131616,821
2016,Teusaquillo,Negligencia ,Mujer,66,74145,89
2016,Los M?rtires,Negligencia ,Mujer,140,46543,3008
2016,Antonio Nari?o,Negligencia ,Mujer,70,55664,1258
2016,Puente Aranda,Negligencia ,Mujer,197,113322,1738
2016,La Candelaria,Negligencia ,Mujer,32,10516,3043
2016,Rafael Uribe Uribe,Negligencia ,Mujer,570,180846,3152
2016,Ciudad Bol?var,Negligencia ,Mujer,1459,368367,3961
2016,Sumapaz,Negligencia ,Mujer,34,3565,9537
2016,Distrito,Negligencia ,Mujer,9113,4118375,2213
2016,Usaqu?n,Abandono,Mujer,78,253449,308
2016,Chapinero,Abandono,Mujer,10,66449,15
2016,Santa Fe,Abandono,Mujer,15,47832,314
2016,San Crist?bal,Abandono,Mujer,102,203869,50
2016,Usme,Abandono,Mujer,73,172215,424
2016,Tunjuelito,Abandono,Mujer,15,95683,157
2016,Bosa,Abandono,Mujer,137,363363,377
2016,Kennedy,Abandono,Mujer,78,608338,128
2016,Fontib?n,Abandono,Mujer,35,213035,164
2016,Engativ?,Abandono,Mujer,76,453981,167
2016,Suba,Abandono,Mujer,79,655577,121
2016,Barrios Unidos,Abandono,Mujer,18,131616,137
2016,Teusaquillo,Abandono,Mujer,15,74145,202
2016,Los M?rtires,Abandono,Mujer,13,46543,279
2016,Antonio Nari?o,Abandono,Mujer,15,55664,269
2016,Puente Aranda,Abandono,Mujer,16,113322,141
2016,La Candelaria,Abandono,Mujer,6,10516,571
2016,Rafael Uribe Uribe,Abandono,Mujer,59,180846,326
2016,Ciudad Bol?var,Abandono,Mujer,122,368367,331
2016,Sumapaz,Abandono,Mujer,5,3565,1403
2016,Distrito,Abandono,Mujer,968,4118375,235
2017,Usaqu?n,Emocional,Mujer,1355,253926,5336
2017,Chapinero,Emocional,Mujer,253,66033,3831
2017,Santa Fe,Emocional,Mujer,444,47135,942
2017,San Crist?bal,Emocional,Mujer,1362,202823,6715
2017,Usme,Emocional,Mujer,1585,173754,9122
2017,Tunjuelito,Emocional,Mujer,591,94819,6233
2017,Bosa,Emocional,Mujer,2323,374723,6199
2017,Kennedy,Emocional,Mujer,2025,619048,3271
2017,Fontib?n,Emocional,Mujer,704,218479,3222
2017,Engativ?,Emocional,Mujer,1503,456270,3294
2017,Suba,Emocional,Mujer,1883,671995,2802
2017,Barrios Unidos,Emocional,Mujer,277,132736,2087
2017,Teusaquillo,Emocional,Mujer,167,73810,2263
2017,Los M?rtires,Emocional,Mujer,351,46240,7591
2017,Antonio Nari?o,Emocional,Mujer,219,55552,3942
2017,Puente Aranda,Emocional,Mujer,466,111422,4182
2017,La Candelaria,Emocional,Mujer,74,10393,712
2017,Rafael Uribe Uribe,Emocional,Mujer,1333,179322,7434
2017,Ciudad Bol?var,Emocional,Mujer,3317,375711,8829
2017,Sumapaz,Emocional,Mujer,37,3630,10193
2017,Distrito,Emocional,Mujer,20280,4167821,4866
2017,Usaqu?n,Fisica,Mujer,379,253926,1493
2017,Chapinero,Fisica,Mujer,84,66033,1272
2017,Santa Fe,Fisica,Mujer,107,47135,227
2017,San Crist?bal,Fisica,Mujer,334,202823,1647
2017,Usme,Fisica,Mujer,298,173754,1715
2017,Tunjuelito,Fisica,Mujer,127,94819,1339
2017,Bosa,Fisica,Mujer,718,374723,1916
2017,Kennedy,Fisica,Mujer,726,619048,1173
2017,Fontib?n,Fisica,Mujer,209,218479,957
2017,Engativ?,Fisica,Mujer,542,456270,1188
2017,Suba,Fisica,Mujer,591,671995,879
2017,Barrios Unidos,Fisica,Mujer,90,132736,678
2017,Teusaquillo,Fisica,Mujer,63,73810,854
2017,Los M?rtires,Fisica,Mujer,85,46240,1838
2017,Antonio Nari?o,Fisica,Mujer,54,55552,972
2017,Puente Aranda,Fisica,Mujer,178,111422,1598
2017,La Candelaria,Fisica,Mujer,23,10393,2213
2017,Rafael Uribe Uribe,Fisica,Mujer,332,179322,1851
2017,Ciudad Bol?var,Fisica,Mujer,772,375711,2055
2017,Sumapaz,Fisica,Mujer,2,3630,551
2017,Distrito,Fisica,Mujer,5718,4167821,1372
2017,Usaqu?n,Sexual,Mujer,156,253926,614
2017,Chapinero,Sexual,Mujer,51,66033,772
2017,Santa Fe,Sexual,Mujer,73,47135,1549
2017,San Crist?bal,Sexual,Mujer,310,202823,1528
2017,Usme,Sexual,Mujer,310,173754,1784
2017,Tunjuelito,Sexual,Mujer,111,94819,1171
2017,Bosa,Sexual,Mujer,671,374723,1791
2017,Kennedy,Sexual,Mujer,604,619048,976
2017,Fontib?n,Sexual,Mujer,163,218479,746
2017,Engativ?,Sexual,Mujer,357,456270,782
2017,Suba,Sexual,Mujer,358,671995,533
2017,Barrios Unidos,Sexual,Mujer,66,132736,497
2017,Teusaquillo,Sexual,Mujer,35,73810,474
2017,Los M?rtires,Sexual,Mujer,58,46240,1254
2017,Antonio Nari?o,Sexual,Mujer,45,55552,81
2017,Puente Aranda,Sexual,Mujer,134,111422,1203
2017,La Candelaria,Sexual,Mujer,11,10393,1058
2017,Rafael Uribe Uribe,Sexual,Mujer,274,179322,1528
2017,Ciudad Bol?var,Sexual,Mujer,649,375711,1727
2017,Sumapaz,Sexual,Mujer,3,3630,826
2017,Distrito,Sexual,Mujer,4443,4167821,1066
2017,Usaqu?n,Economica,Mujer,125,253926,492
2017,Chapinero,Economica,Mujer,14,66033,212
2017,Santa Fe,Economica,Mujer,11,47135,233
2017,San Crist?bal,Economica,Mujer,35,202823,173
2017,Usme,Economica,Mujer,57,173754,328
2017,Tunjuelito,Economica,Mujer,18,94819,19
2017,Bosa,Economica,Mujer,88,374723,235
2017,Kennedy,Economica,Mujer,116,619048,187
2017,Fontib?n,Economica,Mujer,71,218479,325
2017,Engativ?,Economica,Mujer,67,456270,147
2017,Suba,Economica,Mujer,79,671995,118
2017,Barrios Unidos,Economica,Mujer,20,132736,151
2017,Teusaquillo,Economica,Mujer,10,73810,135
2017,Los M?rtires,Economica,Mujer,8,46240,173
2017,Antonio Nari?o,Economica,Mujer,5,55552,9
2017,Puente Aranda,Economica,Mujer,13,111422,117
2017,La Candelaria,Economica,Mujer,5,10393,481
2017,Rafael Uribe Uribe,Economica,Mujer,52,179322,29
2017,Ciudad Bol?var,Economica,Mujer,161,375711,429
2017,Sumapaz,Economica,Mujer,1,3630,275
2017,Distrito,Economica,Mujer,956,4167821,229
2017,Usaqu?n,Negligencia ,Mujer,469,253926,1847
2017,Chapinero,Negligencia ,Mujer,93,66033,1408
2017,Santa Fe,Negligencia ,Mujer,238,47135,5049
2017,San Crist?bal,Negligencia ,Mujer,645,202823,318
2017,Usme,Negligencia ,Mujer,859,173754,4944
2017,Tunjuelito,Negligencia ,Mujer,240,94819,2531
2017,Bosa,Negligencia ,Mujer,802,374723,214
2017,Kennedy,Negligencia ,Mujer,722,619048,1166
2017,Fontib?n,Negligencia ,Mujer,234,218479,1071
2017,Engativ?,Negligencia ,Mujer,503,456270,1102
2017,Suba,Negligencia ,Mujer,730,671995,1086
2017,Barrios Unidos,Negligencia ,Mujer,69,132736,52
2017,Teusaquillo,Negligencia ,Mujer,50,73810,677
2017,Los M?rtires,Negligencia ,Mujer,192,46240,4152
2017,Antonio Nari?o,Negligencia ,Mujer,90,55552,162
2017,Puente Aranda,Negligencia ,Mujer,130,111422,1167
2017,La Candelaria,Negligencia ,Mujer,28,10393,2694
2017,Rafael Uribe Uribe,Negligencia ,Mujer,567,179322,3162
2017,Ciudad Bol?var,Negligencia ,Mujer,1610,375711,4285
2017,Sumapaz,Negligencia ,Mujer,17,3630,4683
2017,Distrito,Negligencia ,Mujer,8291,4167821,1989
2017,Usaqu?n,Abandono,Mujer,59,253926,232
2017,Chapinero,Abandono,Mujer,31,66033,469
2017,Santa Fe,Abandono,Mujer,17,47135,361
2017,San Crist?bal,Abandono,Mujer,43,202823,212
2017,Usme,Abandono,Mujer,65,173754,374
2017,Tunjuelito,Abandono,Mujer,25,94819,264
2017,Bosa,Abandono,Mujer,56,374723,149
2017,Kennedy,Abandono,Mujer,66,619048,107
2017,Fontib?n,Abandono,Mujer,32,218479,146
2017,Engativ?,Abandono,Mujer,70,456270,153
2017,Suba,Abandono,Mujer,81,671995,121
2017,Barrios Unidos,Abandono,Mujer,22,132736,166
2017,Teusaquillo,Abandono,Mujer,12,73810,163
2017,Los M?rtires,Abandono,Mujer,18,46240,389
2017,Antonio Nari?o,Abandono,Mujer,9,55552,162
2017,Puente Aranda,Abandono,Mujer,11,111422,99
2017,La Candelaria,Abandono,Mujer,7,10393,674
2017,Rafael Uribe Uribe,Abandono,Mujer,29,179322,162
2017,Ciudad Bol?var,Abandono,Mujer,105,375711,279
2017,Sumapaz,Abandono,Mujer,5,3630,1377
2017,Distrito,Abandono,Mujer,763,4167821,183
2018,Usaqu?n,Emocional,Mujer,966,254310,3799
2018,Chapinero,Emocional,Mujer,294,65600,4482
2018,Santa Fe,Emocional,Mujer,524,46438,11284
2018,San Crist?bal,Emocional,Mujer,1544,201727,7654
2018,Usme,Emocional,Mujer,1713,175249,9775
2018,Tunjuelito,Emocional,Mujer,558,93941,594
2018,Bosa,Emocional,Mujer,2561,386336,6629
2018,Kennedy,Emocional,Mujer,2363,629715,3752
2018,Fontib?n,Emocional,Mujer,653,223980,2915
2018,Engativ?,Emocional,Mujer,1519,458421,3314
2018,Suba,Emocional,Mujer,2314,688555,3361
2018,Barrios Unidos,Emocional,Mujer,297,133823,2219
2018,Teusaquillo,Emocional,Mujer,252,73454,3431
2018,Los M?rtires,Emocional,Mujer,381,45901,830
2018,Antonio Nari?o,Emocional,Mujer,250,55427,451
2018,Puente Aranda,Emocional,Mujer,515,109526,4702
2018,La Candelaria,Emocional,Mujer,85,10270,8277
2018,Rafael Uribe Uribe,Emocional,Mujer,1532,177753,8619
2018,Ciudad Bol?var,Emocional,Mujer,3403,383066,8884
2018,Sumapaz,Emocional,Mujer,71,3706,19158
2018,Distrito,Emocional,Mujer,21830,4217198,5176
2018,Usaqu?n,Fisica,Mujer,314,254310,1235
2018,Chapinero,Fisica,Mujer,93,65600,1418
2018,Santa Fe,Fisica,Mujer,123,46438,2649
2018,San Crist?bal,Fisica,Mujer,351,201727,174
2018,Usme,Fisica,Mujer,391,175249,2231
2018,Tunjuelito,Fisica,Mujer,141,93941,1501
